date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:36	17839/17839	---M-Z	200	added ('OK')	application/javascript	etag:%2245af-53aabd8c28a80-gzip%22	http://citavirtual.mppeu.gob.ve/js/jquery.eventCalendar.js	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/js/jquery.eventCalendar.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:36	19963/19963	---MCZ	200	added ('OK')	text/css	etag:W/%22f0c8fc013c87173a395444fce28cb123%22	http://maxcdn.bootstrapcdn.com/bootstrap/3.3.2/css/bootstrap-theme.min.css	C:/My%20Web%20Sites/222/maxcdn.bootstrapcdn.com/bootstrap/3.3.2/css/bootstrap-theme.min.css	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:37	104975/104975	---M-Z	200	added ('OK')	application/javascript	etag:%2219a0f-53aabd8c28a80-gzip%22	http://citavirtual.mppeu.gob.ve/js/select2.js	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/js/select2.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:37	52291/52291	---M-Z	200	added ('OK')	application/javascript	etag:%22cc43-53aabd8c28a80-gzip%22	http://citavirtual.mppeu.gob.ve/js/daterangepicker/daterangepicker.js	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/js/daterangepicker/daterangepicker.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:38	34653/34653	---M-Z	200	added ('OK')	application/javascript	etag:%22875d-50694536afc00-gzip%22	http://citavirtual.mppeu.gob.ve/bootstrap-3.3.0/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/bootstrap-3.3.0/dist/js/bootstrap.min.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:38	15708/15708	---M-Z	200	added ('OK')	text/css	etag:%225eb03d8e-3d5c%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-datepicker/1.5.0/css/bootstrap-datepicker.min.css	C:/My%20Web%20Sites/222/cdnjs.cloudflare.com/ajax/libs/bootstrap-datepicker/1.5.0/css/bootstrap-datepicker.min.css	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:39	6863/6863	---M-Z	200	added ('OK')	application/javascript	etag:%221acf-53aabd8c28a80-gzip%22	http://citavirtual.mppeu.gob.ve/js/datatables/dataTables.bootstrap.js	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/js/datatables/dataTables.bootstrap.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:40	32025/32025	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d8e-7d19%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-datepicker/1.5.0/js/bootstrap-datepicker.min.js	C:/My%20Web%20Sites/222/cdnjs.cloudflare.com/ajax/libs/bootstrap-datepicker/1.5.0/js/bootstrap-datepicker.min.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:41	297524/297524	---M-Z	200	added ('OK')	application/javascript	etag:%2248a34-53aabd8c28a80-gzip%22	http://citavirtual.mppeu.gob.ve/js/moment.js	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/js/moment.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:47	51844/51844	---M--	200	added ('OK')	image/png	etag:%22ca84-5bfdaafd1942a%22	http://citavirtual.mppeu.gob.ve/images/cintillo.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/cintillo.png	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:47	37679/37679	---M--	200	added ('OK')	image/png	etag:%22932f-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/images/check_enviado.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/check_enviado.png	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:48	910/910	---MC-	200	added ('OK')	text/javascript	date:Thu,%2021%20Mar%202024%2021:25:26%20GMT	https://www.google.com/recaptcha/api.js?hl=es&onload=CaptchaCallback&render=explicit	C:/My%20Web%20Sites/222/www.google.com/recaptcha/apif13c.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:49	325/325	---M--	200	added ('OK')	image/jpeg	etag:%22145-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/images/bg_sfTLock.jpg	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/bg_sfTLock.jpg	(from http://citavirtual.mppeu.gob.ve/css/main.css)
18:25:50	613/613	---M--	200	added ('OK')	image/png	etag:%22265-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/images/select2/select2.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/select2/select2.png	(from http://citavirtual.mppeu.gob.ve/css/select2.css)
18:25:50	1849/1849	---M--	200	added ('OK')	image/gif	etag:%22739-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/images/select2/select2-spinner.gif	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/select2/select2-spinner.gif	(from http://citavirtual.mppeu.gob.ve/css/select2.css)
18:25:51	845/845	---M--	200	added ('OK')	image/png	etag:%2234d-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/images/select2/select2x2.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/select2/select2x2.png	(from http://citavirtual.mppeu.gob.ve/css/select2.css)
18:25:51	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-54b60f0a76880%22	http://citavirtual.mppeu.gob.ve/images/details_open.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/details_open.png	(from http://citavirtual.mppeu.gob.ve/css/estilos.css)
18:25:52	686/686	---M--	200	added ('OK')	image/png	etag:%222ae-54b60ef1aae00%22	http://citavirtual.mppeu.gob.ve/images/details_close.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/details_close.png	(from http://citavirtual.mppeu.gob.ve/css/estilos.css)
18:25:52	377589/377589	---MCZ	200	added ('OK')	application/javascript	etag:%225c2f5-53aabd8c28a80-gzip%22	http://citavirtual.mppeu.gob.ve/js/datatables/jquery.dataTables.js	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/js/datatables/jquery.dataTables.js	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:25:52	1136/1136	---M--	200	added ('OK')	image/png	etag:%22470-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/css/datatables/images/sort_both.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/css/datatables/images/sort_both.png	(from http://citavirtual.mppeu.gob.ve/css/datatables/dataTables.bootstrap.css)
18:25:53	1118/1118	---M--	200	added ('OK')	image/png	etag:%2245e-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/css/datatables/images/sort_asc.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/css/datatables/images/sort_asc.png	(from http://citavirtual.mppeu.gob.ve/css/datatables/dataTables.bootstrap.css)
18:25:53	1127/1127	---M--	200	added ('OK')	image/png	etag:%22467-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/css/datatables/images/sort_desc.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/css/datatables/images/sort_desc.png	(from http://citavirtual.mppeu.gob.ve/css/datatables/dataTables.bootstrap.css)
18:25:53	1050/1050	---M--	200	added ('OK')	image/png	etag:%2241a-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/css/datatables/images/sort_asc_disabled.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/css/datatables/images/sort_asc_disabled.png	(from http://citavirtual.mppeu.gob.ve/css/datatables/dataTables.bootstrap.css)
18:25:54	1045/1045	---M--	200	added ('OK')	image/png	etag:%22415-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/css/datatables/images/sort_desc_disabled.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/css/datatables/images/sort_desc_disabled.png	(from http://citavirtual.mppeu.gob.ve/css/datatables/dataTables.bootstrap.css)
18:25:56	68379/68379	---M--	200	added ('OK')	image/png	etag:%2210b1b-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/images/bk_izq.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/bk_izq.png	(from http://citavirtual.mppeu.gob.ve/css/main.css)
18:25:57	133021/133021	---M--	200	added ('OK')	image/png	etag:%222079d-5bfdbf157e124%22	http://citavirtual.mppeu.gob.ve/images/sistema_tramites.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/images/sistema_tramites.png	(from http://citavirtual.mppeu.gob.ve/index.php/autenticacion/validarCertificacion/c/MDAwODQxMjAyMjAxMjAyNjQ4MjgzMQ==)
18:26:00	111199/111199	---M--	200	added ('OK')	image/png	etag:%221b25f-53aabd8c28a80%22	http://citavirtual.mppeu.gob.ve/css/iconos/glyphicons.png	C:/My%20Web%20Sites/222/citavirtual.mppeu.gob.ve/css/iconos/glyphicons.png	(from http://citavirtual.mppeu.gob.ve/css/iconos/bootstrap.icon-large.css)
